stt,age,inc,eth,sex,edu,pop2008
AL,45-64,$75-150k,White,Male,Coll,32285
AL,45-64,$75-150k,White,Male,Post-Grad,19514
AL,45-64,$75-150k,White,Female,< HS,4506
AL,45-64,$75-150k,White,Female,HS,33226
AL,45-64,$75-150k,White,Female,Some Coll,38372
AL,45-64,$75-150k,White,Female,Coll,23717
AL,45-64,$75-150k,White,Female,Post-Grad,18437
AL,45-64,$75-150k,Black,Male,< HS,1998
AL,45-64,$75-150k,Black,Male,HS,6031
AL,45-64,$75-150k,Black,Male,Some Coll,5853
AL,45-64,$75-150k,Black,Male,Coll,3248
AL,45-64,$75-150k,Black,Male,Post-Grad,2682
AL,45-64,$75-150k,Black,Female,< HS,1335
AL,45-64,$75-150k,Black,Female,HS,3366
AL,45-64,$75-150k,Black,Female,Some Coll,6304
AL,45-64,$75-150k,Black,Female,Coll,4934
AL,45-64,$75-150k,Black,Female,Post-Grad,3366
AL,45-64,$75-150k,Hispanic,Male,< HS,20
AL,45-64,$75-150k,Hispanic,Male,HS,89
AL,45-64,$75-150k,Hispanic,Male,Some Coll,534
AL,45-64,$75-150k,Hispanic,Male,Coll,226
AL,45-64,$75-150k,Hispanic,Male,Post-Grad,192
AL,45-64,$75-150k,Hispanic,Female,< HS,100
AL,45-64,$75-150k,Hispanic,Female,HS,329
AL,45-64,$75-150k,Hispanic,Female,Some Coll,399
AL,45-64,$75-150k,Hispanic,Female,Coll,354
AL,45-64,$75-150k,Hispanic,Female,Post-Grad,114
AL,45-64,$75-150k,Other,Male,< HS,72
AL,45-64,$75-150k,Other,Male,HS,637
AL,45-64,$75-150k,Other,Male,Some Coll,843
AL,45-64,$75-150k,Other,Male,Coll,316
AL,45-64,$75-150k,Other,Male,Post-Grad,972
AL,45-64,$75-150k,Other,Female,< HS,499
AL,45-64,$75-150k,Other,Female,HS,898
AL,45-64,$75-150k,Other,Female,Some Coll,501
AL,45-64,$75-150k,Other,Female,Coll,623
AL,45-64,$75-150k,Other,Female,Post-Grad,208
AL,45-64,$150k+,White,Male,< HS,698
AL,45-64,$150k+,White,Male,HS,4494
AL,45-64,$150k+,White,Male,Some Coll,6692
AL,45-64,$150k+,White,Male,Coll,12653
AL,45-64,$150k+,White,Male,Post-Grad,14704
AL,45-64,$150k+,White,Female,< HS,601
AL,45-64,$150k+,White,Female,HS,5547
AL,45-64,$150k+,White,Female,Some Coll,8612
AL,45-64,$150k+,White,Female,Coll,11311
AL,45-64,$150k+,White,Female,Post-Grad,9225
AL,45-64,$150k+,Black,Male,< HS,123
AL,45-64,$150k+,Black,Male,HS,293
AL,45-64,$150k+,Black,Male,Some Coll,802
AL,45-64,$150k+,Black,Male,Coll,590
AL,45-64,$150k+,Black,Male,Post-Grad,946
AL,45-64,$150k+,Black,Female,< HS,85
AL,45-64,$150k+,Black,Female,HS,240
AL,45-64,$150k+,Black,Female,Some Coll,344
AL,45-64,$150k+,Black,Female,Coll,714
AL,45-64,$150k+,Black,Female,Post-Grad,799
AL,45-64,$150k+,Hispanic,Male,< HS,0
AL,45-64,$150k+,Hispanic,Male,HS,0
AL,45-64,$150k+,Hispanic,Male,Some Coll,16
AL,45-64,$150k+,Hispanic,Male,Coll,75
AL,45-64,$150k+,Hispanic,Male,Post-Grad,118
AL,45-64,$150k+,Hispanic,Female,< HS,0
AL,45-64,$150k+,Hispanic,Female,HS,0
AL,45-64,$150k+,Hispanic,Female,Some Coll,100
AL,45-64,$150k+,Hispanic,Female,Coll,164
AL,45-64,$150k+,Hispanic,Female,Post-Grad,185
AL,45-64,$150k+,Other,Male,< HS,13
AL,45-64,$150k+,Other,Male,HS,27
AL,45-64,$150k+,Other,Male,Some Coll,82
AL,45-64,$150k+,Other,Male,Coll,176
AL,45-64,$150k+,Other,Male,Post-Grad,523
AL,45-64,$150k+,Other,Female,< HS,71
AL,45-64,$150k+,Other,Female,HS,77
AL,45-64,$150k+,Other,Female,Some Coll,228
AL,45-64,$150k+,Other,Female,Coll,304
AL,45-64,$150k+,Other,Female,Post-Grad,311
AL,65+,$0-20k,White,Male,< HS,21709
AL,65+,$0-20k,White,Male,HS,11145
AL,65+,$0-20k,White,Male,Some Coll,5032
AL,65+,$0-20k,White,Male,Coll,1722
AL,65+,$0-20k,White,Male,Post-Grad,927
AL,65+,$0-20k,White,Female,< HS,45507
AL,65+,$0-20k,White,Female,HS,33165
AL,65+,$0-20k,White,Female,Some Coll,12468
AL,65+,$0-20k,White,Female,Coll,2730
AL,65+,$0-20k,White,Female,Post-Grad,1274
AL,65+,$0-20k,Black,Male,< HS,11204
AL,65+,$0-20k,Black,Male,HS,3144
AL,65+,$0-20k,Black,Male,Some Coll,977
AL,65+,$0-20k,Black,Male,Coll,529
AL,65+,$0-20k,Black,Male,Post-Grad,276
AL,65+,$0-20k,Black,Female,< HS,22383
AL,65+,$0-20k,Black,Female,HS,8630
AL,65+,$0-20k,Black,Female,Some Coll,2757
AL,65+,$0-20k,Black,Female,Coll,562
AL,65+,$0-20k,Black,Female,Post-Grad,654
AL,65+,$0-20k,Hispanic,Male,< HS,142
AL,65+,$0-20k,Hispanic,Male,HS,58
AL,65+,$0-20k,Hispanic,Male,Some Coll,0
AL,65+,$0-20k,Hispanic,Male,Coll,0
AL,65+,$0-20k,Hispanic,Male,Post-Grad,0
AL,65+,$0-20k,Hispanic,Female,< HS,147
AL,65+,$0-20k,Hispanic,Female,HS,163
AL,65+,$0-20k,Hispanic,Female,Some Coll,93
AL,65+,$0-20k,Hispanic,Female,Coll,0
AL,65+,$0-20k,Hispanic,Female,Post-Grad,0
AL,65+,$0-20k,Other,Male,< HS,496
AL,65+,$0-20k,Other,Male,HS,154
AL,65+,$0-20k,Other,Male,Some Coll,146
AL,65+,$0-20k,Other,Male,Coll,0
AL,65+,$0-20k,Other,Male,Post-Grad,26
AL,65+,$0-20k,Other,Female,< HS,940
AL,65+,$0-20k,Other,Female,HS,442
AL,65+,$0-20k,Other,Female,Some Coll,213
AL,65+,$0-20k,Other,Female,Coll,26
AL,65+,$0-20k,Other,Female,Post-Grad,0
AL,65+,$20-40k,White,Male,< HS,21418
AL,65+,$20-40k,White,Male,HS,23868
AL,65+,$20-40k,White,Male,Some Coll,12931
AL,65+,$20-40k,White,Male,Coll,4484
AL,65+,$20-40k,White,Male,Post-Grad,1632
AL,65+,$20-40k,White,Female,< HS,21808
AL,65+,$20-40k,White,Female,HS,34706
AL,65+,$20-40k,White,Female,Some Coll,16030
AL,65+,$20-40k,White,Female,Coll,5809
AL,65+,$20-40k,White,Female,Post-Grad,2682
AL,65+,$20-40k,Black,Male,< HS,6238
AL,65+,$20-40k,Black,Male,HS,3661
AL,65+,$20-40k,Black,Male,Some Coll,1728
AL,65+,$20-40k,Black,Male,Coll,384
AL,65+,$20-40k,Black,Male,Post-Grad,475
AL,65+,$20-40k,Black,Female,< HS,7816
AL,65+,$20-40k,Black,Female,HS,4598
AL,65+,$20-40k,Black,Female,Some Coll,2474
AL,65+,$20-40k,Black,Female,Coll,1085
AL,65+,$20-40k,Black,Female,Post-Grad,1263
AL,65+,$20-40k,Hispanic,Male,< HS,26
AL,65+,$20-40k,Hispanic,Male,HS,132
AL,65+,$20-40k,Hispanic,Male,Some Coll,77
AL,65+,$20-40k,Hispanic,Male,Coll,107
AL,65+,$20-40k,Hispanic,Male,Post-Grad,0
AL,65+,$20-40k,Hispanic,Female,< HS,150
AL,65+,$20-40k,Hispanic,Female,HS,213
AL,65+,$20-40k,Hispanic,Female,Some Coll,43
AL,65+,$20-40k,Hispanic,Female,Coll,0
AL,65+,$20-40k,Hispanic,Female,Post-Grad,43
AL,65+,$20-40k,Other,Male,< HS,247
AL,65+,$20-40k,Other,Male,HS,382
AL,65+,$20-40k,Other,Male,Some Coll,298
AL,65+,$20-40k,Other,Male,Coll,89
AL,65+,$20-40k,Other,Male,Post-Grad,83
AL,65+,$20-40k,Other,Female,< HS,523
AL,65+,$20-40k,Other,Female,HS,275
AL,65+,$20-40k,Other,Female,Some Coll,246
AL,65+,$20-40k,Other,Female,Coll,0
AL,65+,$20-40k,Other,Female,Post-Grad,15
AL,65+,$40-75k,White,Male,< HS,9482
AL,65+,$40-75k,White,Male,HS,17327
AL,65+,$40-75k,White,Male,Some Coll,15103
AL,65+,$40-75k,White,Male,Coll,8891
AL,65+,$40-75k,White,Male,Post-Grad,4961
AL,65+,$40-75k,White,Female,< HS,11248
AL,65+,$40-75k,White,Female,HS,22861
AL,65+,$40-75k,White,Female,Some Coll,14435
AL,65+,$40-75k,White,Female,Coll,4851
AL,65+,$40-75k,White,Female,Post-Grad,3458
AL,65+,$40-75k,Black,Male,< HS,3354
AL,65+,$40-75k,Black,Male,HS,2103
AL,65+,$40-75k,Black,Male,Some Coll,1394
AL,65+,$40-75k,Black,Male,Coll,444
AL,65+,$40-75k,Black,Male,Post-Grad,610
AL,65+,$40-75k,Black,Female,< HS,3660
AL,65+,$40-75k,Black,Female,HS,2526
AL,65+,$40-75k,Black,Female,Some Coll,1843
AL,65+,$40-75k,Black,Female,Coll,835
AL,65+,$40-75k,Black,Female,Post-Grad,1286
AL,65+,$40-75k,Hispanic,Male,< HS,69
AL,65+,$40-75k,Hispanic,Male,HS,35
AL,65+,$40-75k,Hispanic,Male,Some Coll,196
AL,65+,$40-75k,Hispanic,Male,Coll,6
AL,65+,$40-75k,Hispanic,Male,Post-Grad,56
AL,65+,$40-75k,Hispanic,Female,< HS,8
AL,65+,$40-75k,Hispanic,Female,HS,206
AL,65+,$40-75k,Hispanic,Female,Some Coll,106
AL,65+,$40-75k,Hispanic,Female,Coll,31
AL,65+,$40-75k,Hispanic,Female,Post-Grad,0
AL,65+,$40-75k,Other,Male,< HS,142
AL,65+,$40-75k,Other,Male,HS,150
AL,65+,$40-75k,Other,Male,Some Coll,203
AL,65+,$40-75k,Other,Male,Coll,32
AL,65+,$40-75k,Other,Male,Post-Grad,158
AL,65+,$40-75k,Other,Female,< HS,191
AL,65+,$40-75k,Other,Female,HS,238
AL,65+,$40-75k,Other,Female,Some Coll,272
AL,65+,$40-75k,Other,Female,Coll,30
AL,65+,$40-75k,Other,Female,Post-Grad,156
AL,65+,$75-150k,White,Male,< HS,2898
AL,65+,$75-150k,White,Male,HS,5690
AL,65+,$75-150k,White,Male,Some Coll,7562
AL,65+,$75-150k,White,Male,Coll,6968
AL,65+,$75-150k,White,Male,Post-Grad,6226
AL,65+,$75-150k,White,Female,< HS,3687
AL,65+,$75-150k,White,Female,HS,9992
AL,65+,$75-150k,White,Female,Some Coll,6586
AL,65+,$75-150k,White,Female,Coll,3390
AL,65+,$75-150k,White,Female,Post-Grad,3071
AL,65+,$75-150k,Black,Male,< HS,675
AL,65+,$75-150k,Black,Male,HS,530
AL,65+,$75-150k,Black,Male,Some Coll,513
AL,65+,$75-150k,Black,Male,Coll,422
AL,65+,$75-150k,Black,Male,Post-Grad,482
AL,65+,$75-150k,Black,Female,< HS,1383
AL,65+,$75-150k,Black,Female,HS,768
AL,65+,$75-150k,Black,Female,Some Coll,496
AL,65+,$75-150k,Black,Female,Coll,490
AL,65+,$75-150k,Black,Female,Post-Grad,711
AL,65+,$75-150k,Hispanic,Male,< HS,48
AL,65+,$75-150k,Hispanic,Male,HS,9
AL,65+,$75-150k,Hispanic,Male,Some Coll,22
AL,65+,$75-150k,Hispanic,Male,Coll,59
AL,65+,$75-150k,Hispanic,Male,Post-Grad,142
AL,65+,$75-150k,Hispanic,Female,< HS,46
AL,65+,$75-150k,Hispanic,Female,HS,52
AL,65+,$75-150k,Hispanic,Female,Some Coll,39
AL,65+,$75-150k,Hispanic,Female,Coll,127
AL,65+,$75-150k,Hispanic,Female,Post-Grad,122
AL,65+,$75-150k,Other,Male,< HS,26
AL,65+,$75-150k,Other,Male,HS,13
AL,65+,$75-150k,Other,Male,Some Coll,17
AL,65+,$75-150k,Other,Male,Coll,44
AL,65+,$75-150k,Other,Male,Post-Grad,110
AL,65+,$75-150k,Other,Female,< HS,78
AL,65+,$75-150k,Other,Female,HS,119
AL,65+,$75-150k,Other,Female,Some Coll,47
AL,65+,$75-150k,Other,Female,Coll,13
AL,65+,$75-150k,Other,Female,Post-Grad,21
AL,65+,$150k+,White,Male,< HS,348
AL,65+,$150k+,White,Male,HS,1243
AL,65+,$150k+,White,Male,Some Coll,1980
AL,65+,$150k+,White,Male,Coll,2856
AL,65+,$150k+,White,Male,Post-Grad,2998
AL,65+,$150k+,White,Female,< HS,687
AL,65+,$150k+,White,Female,HS,2459
AL,65+,$150k+,White,Female,Some Coll,2061
AL,65+,$150k+,White,Female,Coll,2122
AL,65+,$150k+,White,Female,Post-Grad,1019
AL,65+,$150k+,Black,Male,< HS,64
AL,65+,$150k+,Black,Male,HS,0
AL,65+,$150k+,Black,Male,Some Coll,72
AL,65+,$150k+,Black,Male,Coll,47
AL,65+,$150k+,Black,Male,Post-Grad,85
AL,65+,$150k+,Black,Female,< HS,99
AL,65+,$150k+,Black,Female,HS,125
AL,65+,$150k+,Black,Female,Some Coll,16
AL,65+,$150k+,Black,Female,Coll,183
AL,65+,$150k+,Black,Female,Post-Grad,24
AL,65+,$150k+,Hispanic,Male,< HS,0
AL,65+,$150k+,Hispanic,Male,HS,0
AL,65+,$150k+,Hispanic,Male,Some Coll,0
AL,65+,$150k+,Hispanic,Male,Coll,0
AL,65+,$150k+,Hispanic,Male,Post-Grad,29
AL,65+,$150k+,Hispanic,Female,< HS,0
AL,65+,$150k+,Hispanic,Female,HS,23
AL,65+,$150k+,Hispanic,Female,Some Coll,0
AL,65+,$150k+,Hispanic,Female,Coll,0
AL,65+,$150k+,Hispanic,Female,Post-Grad,0
AL,65+,$150k+,Other,Male,< HS,0
AL,65+,$150k+,Other,Male,HS,43
AL,65+,$150k+,Other,Male,Some Coll,0
AL,65+,$150k+,Other,Male,Coll,0
AL,65+,$150k+,Other,Male,Post-Grad,155
AL,65+,$150k+,Other,Female,< HS,15
AL,65+,$150k+,Other,Female,HS,18
AL,65+,$150k+,Other,Female,Some Coll,0
AL,65+,$150k+,Other,Female,Coll,0
AL,65+,$150k+,Other,Female,Post-Grad,0
AZ,18-29,$0-20k,White,Male,< HS,4121
AZ,18-29,$0-20k,White,Male,HS,7328
AZ,18-29,$0-20k,White,Male,Some Coll,12399
AZ,18-29,$0-20k,White,Male,Coll,2496
AZ,18-29,$0-20k,White,Male,Post-Grad,419
AZ,18-29,$0-20k,White,Female,< HS,4068
AZ,18-29,$0-20k,White,Female,HS,7395
AZ,18-29,$0-20k,White,Female,Some Coll,14308
AZ,18-29,$0-20k,White,Female,Coll,3053
AZ,18-29,$0-20k,White,Female,Post-Grad,669
AZ,18-29,$0-20k,Black,Male,< HS,679
AZ,18-29,$0-20k,Black,Male,HS,581
AZ,18-29,$0-20k,Black,Male,Some Coll,1022
AZ,18-29,$0-20k,Black,Male,Coll,93
AZ,18-29,$0-20k,Black,Male,Post-Grad,66
AZ,18-29,$0-20k,Black,Female,< HS,441
AZ,18-29,$0-20k,Black,Female,HS,1306
AZ,18-29,$0-20k,Black,Female,Some Coll,1611
AZ,18-29,$0-20k,Black,Female,Coll,79
AZ,18-29,$0-20k,Black,Female,Post-Grad,16
AZ,18-29,$0-20k,Hispanic,Male,< HS,4542
AZ,18-29,$0-20k,Hispanic,Male,HS,4922
AZ,18-29,$0-20k,Hispanic,Male,Some Coll,3664
AZ,18-29,$0-20k,Hispanic,Male,Coll,365
AZ,18-29,$0-20k,Hispanic,Male,Post-Grad,13
AZ,18-29,$0-20k,Hispanic,Female,< HS,5865
AZ,18-29,$0-20k,Hispanic,Female,HS,6632
AZ,18-29,$0-20k,Hispanic,Female,Some Coll,5018
AZ,18-29,$0-20k,Hispanic,Female,Coll,412
AZ,18-29,$0-20k,Hispanic,Female,Post-Grad,319
AZ,18-29,$0-20k,Other,Male,< HS,3102
AZ,18-29,$0-20k,Other,Male,HS,3092
AZ,18-29,$0-20k,Other,Male,Some Coll,1810
AZ,18-29,$0-20k,Other,Male,Coll,631
AZ,18-29,$0-20k,Other,Male,Post-Grad,175
AZ,18-29,$0-20k,Other,Female,< HS,2244
AZ,18-29,$0-20k,Other,Female,HS,3276
AZ,18-29,$0-20k,Other,Female,Some Coll,3523
AZ,18-29,$0-20k,Other,Female,Coll,293
AZ,18-29,$0-20k,Other,Female,Post-Grad,194
AZ,18-29,$20-40k,White,Male,< HS,6344
AZ,18-29,$20-40k,White,Male,HS,14236
AZ,18-29,$20-40k,White,Male,Some Coll,20751
AZ,18-29,$20-40k,White,Male,Coll,4838
AZ,18-29,$20-40k,White,Male,Post-Grad,494
AZ,18-29,$20-40k,White,Female,< HS,6191
AZ,18-29,$20-40k,White,Female,HS,13063
AZ,18-29,$20-40k,White,Female,Some Coll,23007
AZ,18-29,$20-40k,White,Female,Coll,7475
AZ,18-29,$20-40k,White,Female,Post-Grad,1143
AZ,18-29,$20-40k,Black,Male,< HS,383
AZ,18-29,$20-40k,Black,Male,HS,1755
AZ,18-29,$20-40k,Black,Male,Some Coll,1652
AZ,18-29,$20-40k,Black,Male,Coll,178
AZ,18-29,$20-40k,Black,Male,Post-Grad,48
AZ,18-29,$20-40k,Black,Female,< HS,576
AZ,18-29,$20-40k,Black,Female,HS,963
AZ,18-29,$20-40k,Black,Female,Some Coll,1789
AZ,18-29,$20-40k,Black,Female,Coll,192
AZ,18-29,$20-40k,Black,Female,Post-Grad,96
AZ,18-29,$20-40k,Hispanic,Male,< HS,7022
AZ,18-29,$20-40k,Hispanic,Male,HS,8587
AZ,18-29,$20-40k,Hispanic,Male,Some Coll,6084
AZ,18-29,$20-40k,Hispanic,Male,Coll,1229
AZ,18-29,$20-40k,Hispanic,Male,Post-Grad,45
AZ,18-29,$20-40k,Hispanic,Female,< HS,5872
AZ,18-29,$20-40k,Hispanic,Female,HS,10089
AZ,18-29,$20-40k,Hispanic,Female,Some Coll,8250
AZ,18-29,$20-40k,Hispanic,Female,Coll,1574
AZ,18-29,$20-40k,Hispanic,Female,Post-Grad,145
AZ,18-29,$20-40k,Other,Male,< HS,2941
AZ,18-29,$20-40k,Other,Male,HS,3961
AZ,18-29,$20-40k,Other,Male,Some Coll,2857
AZ,18-29,$20-40k,Other,Male,Coll,307
AZ,18-29,$20-40k,Other,Male,Post-Grad,56
AZ,18-29,$20-40k,Other,Female,< HS,2747
AZ,18-29,$20-40k,Other,Female,HS,3277
AZ,18-29,$20-40k,Other,Female,Some Coll,3649
AZ,18-29,$20-40k,Other,Female,Coll,643
AZ,18-29,$20-40k,Other,Female,Post-Grad,326
AZ,18-29,$40-75k,White,Male,< HS,8705
AZ,18-29,$40-75k,White,Male,HS,27112
AZ,18-29,$40-75k,White,Male,Some Coll,35594
AZ,18-29,$40-75k,White,Male,Coll,11850
AZ,18-29,$40-75k,White,Male,Post-Grad,1980
AZ,18-29,$40-75k,White,Female,< HS,7080
AZ,18-29,$40-75k,White,Female,HS,20397
AZ,18-29,$40-75k,White,Female,Some Coll,33469
AZ,18-29,$40-75k,White,Female,Coll,16312
AZ,18-29,$40-75k,White,Female,Post-Grad,2578
AZ,18-29,$40-75k,Black,Male,< HS,756
AZ,18-29,$40-75k,Black,Male,HS,1657
AZ,18-29,$40-75k,Black,Male,Some Coll,2020
AZ,18-29,$40-75k,Black,Male,Coll,911
AZ,18-29,$40-75k,Black,Male,Post-Grad,28
AZ,18-29,$40-75k,Black,Female,< HS,245
AZ,18-29,$40-75k,Black,Female,HS,447
AZ,18-29,$40-75k,Black,Female,Some Coll,1615
AZ,18-29,$40-75k,Black,Female,Coll,244
AZ,18-29,$40-75k,Black,Female,Post-Grad,165
AZ,18-29,$40-75k,Hispanic,Male,< HS,9204
AZ,18-29,$40-75k,Hispanic,Male,HS,13389
AZ,18-29,$40-75k,Hispanic,Male,Some Coll,12923
AZ,18-29,$40-75k,Hispanic,Male,Coll,2280
AZ,18-29,$40-75k,Hispanic,Male,Post-Grad,335
AZ,18-29,$40-75k,Hispanic,Female,< HS,6050
AZ,18-29,$40-75k,Hispanic,Female,HS,13835
AZ,18-29,$40-75k,Hispanic,Female,Some Coll,12943
AZ,18-29,$40-75k,Hispanic,Female,Coll,3385
AZ,18-29,$40-75k,Hispanic,Female,Post-Grad,674
AZ,18-29,$40-75k,Other,Male,< HS,1997
AZ,18-29,$40-75k,Other,Male,HS,4800
AZ,18-29,$40-75k,Other,Male,Some Coll,4446
AZ,18-29,$40-75k,Other,Male,Coll,1012
AZ,18-29,$40-75k,Other,Male,Post-Grad,160
AZ,18-29,$40-75k,Other,Female,< HS,1856
AZ,18-29,$40-75k,Other,Female,HS,3944
AZ,18-29,$40-75k,Other,Female,Some Coll,3838
AZ,18-29,$40-75k,Other,Female,Coll,965
AZ,18-29,$40-75k,Other,Female,Post-Grad,459
AZ,18-29,$75-150k,White,Male,< HS,7658
AZ,18-29,$75-150k,White,Male,HS,21582
AZ,18-29,$75-150k,White,Male,Some Coll,28445
AZ,18-29,$75-150k,White,Male,Coll,11567
AZ,18-29,$75-150k,White,Male,Post-Grad,1647
AZ,18-29,$75-150k,White,Female,< HS,5445
AZ,18-29,$75-150k,White,Female,HS,16875
AZ,18-29,$75-150k,White,Female,Some Coll,27117
AZ,18-29,$75-150k,White,Female,Coll,14164
AZ,18-29,$75-150k,White,Female,Post-Grad,3516
AZ,18-29,$75-150k,Black,Male,< HS,240
AZ,18-29,$75-150k,Black,Male,HS,739
AZ,18-29,$75-150k,Black,Male,Some Coll,1269
AZ,18-29,$75-150k,Black,Male,Coll,318
AZ,18-29,$75-150k,Black,Male,Post-Grad,137
AZ,18-29,$75-150k,Black,Female,< HS,127
AZ,18-29,$75-150k,Black,Female,HS,715
AZ,18-29,$75-150k,Black,Female,Some Coll,1629
AZ,18-29,$75-150k,Black,Female,Coll,702
AZ,18-29,$75-150k,Black,Female,Post-Grad,480
AZ,18-29,$75-150k,Hispanic,Male,< HS,3917
AZ,18-29,$75-150k,Hispanic,Male,HS,9249
AZ,18-29,$75-150k,Hispanic,Male,Some Coll,8081
AZ,18-29,$75-150k,Hispanic,Male,Coll,1495
AZ,18-29,$75-150k,Hispanic,Male,Post-Grad,186
AZ,18-29,$75-150k,Hispanic,Female,< HS,2458
AZ,18-29,$75-150k,Hispanic,Female,HS,6144
AZ,18-29,$75-150k,Hispanic,Female,Some Coll,7652
AZ,18-29,$75-150k,Hispanic,Female,Coll,2422
AZ,18-29,$75-150k,Hispanic,Female,Post-Grad,309
AZ,18-29,$75-150k,Other,Male,< HS,1319
AZ,18-29,$75-150k,Other,Male,HS,2334
AZ,18-29,$75-150k,Other,Male,Some Coll,2706
AZ,18-29,$75-150k,Other,Male,Coll,726
AZ,18-29,$75-150k,Other,Male,Post-Grad,140
AZ,18-29,$75-150k,Other,Female,< HS,829
AZ,18-29,$75-150k,Other,Female,HS,2969
AZ,18-29,$75-150k,Other,Female,Some Coll,2938
AZ,18-29,$75-150k,Other,Female,Coll,856
AZ,18-29,$75-150k,Other,Female,Post-Grad,210
AZ,18-29,$150k+,White,Male,< HS,2701
AZ,18-29,$150k+,White,Male,HS,6487
AZ,18-29,$150k+,White,Male,Some Coll,7163
AZ,18-29,$150k+,White,Male,Coll,3356
AZ,18-29,$150k+,White,Male,Post-Grad,622
AZ,18-29,$150k+,White,Female,< HS,1351
AZ,18-29,$150k+,White,Female,HS,4017
AZ,18-29,$150k+,White,Female,Some Coll,8052
AZ,18-29,$150k+,White,Female,Coll,3994
AZ,18-29,$150k+,White,Female,Post-Grad,829
AZ,18-29,$150k+,Black,Male,< HS,171
AZ,18-29,$150k+,Black,Male,HS,138
AZ,18-29,$150k+,Black,Male,Some Coll,196
AZ,18-29,$150k+,Black,Male,Coll,0
AZ,18-29,$150k+,Black,Male,Post-Grad,26
AZ,18-29,$150k+,Black,Female,< HS,113
AZ,18-29,$150k+,Black,Female,HS,0
AZ,18-29,$150k+,Black,Female,Some Coll,79
AZ,18-29,$150k+,Black,Female,Coll,263
AZ,18-29,$150k+,Black,Female,Post-Grad,0
AZ,18-29,$150k+,Hispanic,Male,< HS,561
AZ,18-29,$150k+,Hispanic,Male,HS,987
AZ,18-29,$150k+,Hispanic,Male,Some Coll,1118
AZ,18-29,$150k+,Hispanic,Male,Coll,228
AZ,18-29,$150k+,Hispanic,Male,Post-Grad,0
AZ,18-29,$150k+,Hispanic,Female,< HS,425
AZ,18-29,$150k+,Hispanic,Female,HS,1089
AZ,18-29,$150k+,Hispanic,Female,Some Coll,1098
AZ,18-29,$150k+,Hispanic,Female,Coll,356
AZ,18-29,$150k+,Hispanic,Female,Post-Grad,113
AZ,18-29,$150k+,Other,Male,< HS,51
AZ,18-29,$150k+,Other,Male,HS,307
AZ,18-29,$150k+,Other,Male,Some Coll,486
AZ,18-29,$150k+,Other,Male,Coll,369
AZ,18-29,$150k+,Other,Male,Post-Grad,126
AZ,18-29,$150k+,Other,Female,< HS,171
AZ,18-29,$150k+,Other,Female,HS,478
AZ,18-29,$150k+,Other,Female,Some Coll,261
AZ,18-29,$150k+,Other,Female,Coll,341
AZ,18-29,$150k+,Other,Female,Post-Grad,74
AZ,30-44,$0-20k,White,Male,< HS,3815
AZ,30-44,$0-20k,White,Male,HS,6731
AZ,30-44,$0-20k,White,Male,Some Coll,7363
AZ,30-44,$0-20k,White,Male,Coll,2683
AZ,30-44,$0-20k,White,Male,Post-Grad,850
AZ,30-44,$0-20k,White,Female,< HS,3614
AZ,30-44,$0-20k,White,Female,HS,7470
AZ,30-44,$0-20k,White,Female,Some Coll,10977
AZ,30-44,$0-20k,White,Female,Coll,2449
AZ,30-44,$0-20k,White,Female,Post-Grad,735
AZ,30-44,$0-20k,Black,Male,< HS,565
AZ,30-44,$0-20k,Black,Male,HS,743
AZ,30-44,$0-20k,Black,Male,Some Coll,483
AZ,30-44,$0-20k,Black,Male,Coll,309
AZ,30-44,$0-20k,Black,Male,Post-Grad,50
AZ,30-44,$0-20k,Black,Female,< HS,771
AZ,30-44,$0-20k,Black,Female,HS,718
AZ,30-44,$0-20k,Black,Female,Some Coll,1024
AZ,30-44,$0-20k,Black,Female,Coll,397
AZ,30-44,$0-20k,Black,Female,Post-Grad,128
AZ,30-44,$0-20k,Hispanic,Male,< HS,4148
AZ,30-44,$0-20k,Hispanic,Male,HS,3637
AZ,30-44,$0-20k,Hispanic,Male,Some Coll,1437
AZ,30-44,$0-20k,Hispanic,Male,Coll,150
AZ,30-44,$0-20k,Hispanic,Male,Post-Grad,53
AZ,30-44,$0-20k,Hispanic,Female,< HS,4521
AZ,30-44,$0-20k,Hispanic,Female,HS,4025
AZ,30-44,$0-20k,Hispanic,Female,Some Coll,3463
AZ,30-44,$0-20k,Hispanic,Female,Coll,512
AZ,30-44,$0-20k,Hispanic,Female,Post-Grad,199
AZ,30-44,$0-20k,Other,Male,< HS,1693
AZ,30-44,$0-20k,Other,Male,HS,2657
AZ,30-44,$0-20k,Other,Male,Some Coll,1194
AZ,30-44,$0-20k,Other,Male,Coll,227
AZ,30-44,$0-20k,Other,Male,Post-Grad,49
AZ,30-44,$0-20k,Other,Female,< HS,2446
AZ,30-44,$0-20k,Other,Female,HS,2596
AZ,30-44,$0-20k,Other,Female,Some Coll,1663
AZ,30-44,$0-20k,Other,Female,Coll,449
AZ,30-44,$0-20k,Other,Female,Post-Grad,61
AZ,30-44,$20-40k,White,Male,< HS,5125
AZ,30-44,$20-40k,White,Male,HS,15910
AZ,30-44,$20-40k,White,Male,Some Coll,18441
AZ,30-44,$20-40k,White,Male,Coll,6565
AZ,30-44,$20-40k,White,Male,Post-Grad,2135
AZ,30-44,$20-40k,White,Female,< HS,4312
AZ,30-44,$20-40k,White,Female,HS,15007
AZ,30-44,$20-40k,White,Female,Some Coll,21565
